reference_id,species,common_name,sample,Sample name,Collection date,description,Isolation source,aligned_reads,total_reads,preprocessed_reads,SARS2_aligned_reads
NC_031867.1,Columba rupestris,pigeon,E48,Env_0262,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM,0,327263320,326295968,10
NC_031867.1,Columba rupestris,pigeon,E61,Env_0275,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM,0,273098290,272484584,57
NC_031867.1,Columba rupestris,pigeon,E7,Env_0221,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,123,237236566,236110936,126
NC_031867.1,Columba rupestris,pigeon,EWS-2#-2,Env_0813,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,274010262,273515897,0
NC_031867.1,Columba rupestris,pigeon,EWS-3#-2,Env_0815,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,404878491,403146924,0
NC_031867.1,Columba rupestris,pigeon,F100,Env_0400,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,260045208,258888672,7202
NC_031867.1,Columba rupestris,pigeon,F13,Env_0313,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),West Wine of HSM,3,194061202,190734294,420581
NC_031867.1,Columba rupestris,pigeon,F13-20,Env_0313_seq04,2020-01-20,SARS-CoV-2 Amplicon based SARS-CoV-2 whole genome sequencing for cell supernatants,West Wine of HSM,0,3342164,3202156,598032
NC_031867.1,Columba rupestris,pigeon,F13-21,Env_0313_seq05,2020-01-21,SARS-CoV-2 Amplicon based SARS-CoV-2 whole genome sequencing for cell supernatants,West Wine of HSM,0,5222964,5015430,1220695
NC_031867.1,Columba rupestris,pigeon,F46,Env_0346,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,371601488,370364410,241
NC_031867.1,Columba rupestris,pigeon,F54,Env_0354,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),West Wine of HSM,2,163866180,162613504,97675
NC_031867.1,Columba rupestris,pigeon,F54-P3,Env_0354_seq07,2020-02-29,SARS-CoV-2 Amplicon based SARS-CoV-2 whole genome sequencing for cell supernatants,West Wine of HSM,0,3983946,3965120,3800578
NC_031867.1,Columba rupestris,pigeon,F98,Env_0398,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1,401129274,399738564,330
NC_031867.1,Columba rupestris,pigeon,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,116413586,116406869,0
NC_031867.1,Columba rupestris,pigeon,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1,231135586,231131774,0
NC_031867.1,Columba rupestris,pigeon,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,18,120833173,120801507,0
NC_031867.1,Columba rupestris,pigeon,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,8,227313012,227303961,0
NC_031867.1,Columba rupestris,pigeon,HJ200005-20200112-1,Env_0520,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,17,115311032,115290866,0
NC_031867.1,Columba rupestris,pigeon,HJ200006-20200112-1,Env_0521,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1,128838556,128816135,0
NC_031867.1,Columba rupestris,pigeon,HJ200007-20200112-1,Env_0522,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2424,136838931,136766253,0
NC_031867.1,Columba rupestris,pigeon,HJ200008-20200112-1,Env_0523,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,17,152542047,147973376,0
NC_031867.1,Columba rupestris,pigeon,HJ200009-20200112-1,Env_0524,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,193,149941267,149933181,0
NC_031867.1,Columba rupestris,pigeon,HJ200010-20200112-1,Env_0525,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,21,147884404,141938876,0
NC_031867.1,Columba rupestris,pigeon,HJ200011-20200112-1,Env_0526,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,26,191240048,58499377,0
NC_031867.1,Columba rupestris,pigeon,HJ200012-20200112-1,Env_0527,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,16,130340061,130288508,0
NC_031867.1,Columba rupestris,pigeon,HJ200013-20200112-1,Env_0528,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,123280804,108905023,0
NC_031867.1,Columba rupestris,pigeon,HJ200014-20200112-1,Env_0529,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,12,107473312,107463832,0
NC_031867.1,Columba rupestris,pigeon,HJ200015-20200112-1,Env_0530,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,499,135398878,135394104,0
NC_031867.1,Columba rupestris,pigeon,HJ200016-20200112-1,Env_0531,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3,116470371,116465438,0
NC_031867.1,Columba rupestris,pigeon,HJ200017-20200112-1,Env_0532,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3,107424010,107421631,0
NC_031867.1,Columba rupestris,pigeon,HJ200018-20200112-1,Env_0533,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3,138556572,138553142,0
NC_031867.1,Columba rupestris,pigeon,HJ200019-20200112-1,Env_0534,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,23,79774840,69992042,0
NC_031867.1,Columba rupestris,pigeon,HJ200020-20200112-1,Env_0535,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,34,105976300,79069690,0
NC_031867.1,Columba rupestris,pigeon,HJ200021-20200112-1,Env_0536,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,29,100441005,81668649,0
NC_031867.1,Columba rupestris,pigeon,HJ200022-20200112-1,Env_0537,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,4,135591538,123574447,0
NC_031867.1,Columba rupestris,pigeon,HJ200023-20200112-1,Env_0538,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,73,128357888,68844779,0
NC_031867.1,Columba rupestris,pigeon,HJ200024-20200112-1,Env_0539,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,30,100491175,97913441,0
NC_031867.1,Columba rupestris,pigeon,HJ200025-20200112-1,Env_0540,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,5,122867989,122866404,0
NC_031867.1,Columba rupestris,pigeon,HJ200026-20200112-1,Env_0541,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,58,117079835,104056584,0
NC_031867.1,Columba rupestris,pigeon,HJ200027-20200112-1,Env_0542,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,402,130295351,89627309,0
NC_031867.1,Columba rupestris,pigeon,HJ200028-20200112-1,Env_0543,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,134,135722920,77643894,0
NC_031867.1,Columba rupestris,pigeon,HJ200029-20200112-1,Env_0544,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,10,93556100,93554718,0
NC_031867.1,Columba rupestris,pigeon,HJ200030-20200112-1,Env_0545,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,65,133794408,113506988,0
NC_031867.1,Columba rupestris,pigeon,HJ200031-20200112-1,Env_0546,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2,119825994,103972438,0
NC_031867.1,Columba rupestris,pigeon,HJ200032-20200112-1,Env_0547,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,6,140059362,140056192,0
NC_031867.1,Columba rupestris,pigeon,HJ200033-20200112-1,Env_0548,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2,116117847,116115128,0
NC_031867.1,Columba rupestris,pigeon,HJ200034-20200112-1,Env_0549,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2,148630458,148628067,0
NC_031867.1,Columba rupestris,pigeon,HJ200035-20200112-1,Env_0550,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,5,114656800,71848972,0
NC_031867.1,Columba rupestris,pigeon,HJ200036-20200112-1,Env_0551,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1,229948912,223587184,0
NC_031867.1,Columba rupestris,pigeon,HJ200038-20200112-1,Env_0553,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,6,151880283,100630232,0
NC_031867.1,Columba rupestris,pigeon,HJ200039-20200112-1,Env_0554,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2,142286542,122568305,0
NC_031867.1,Columba rupestris,pigeon,HJ200040-20200112-1,Env_0555,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,6,148189843,147915888,0
NC_031867.1,Columba rupestris,pigeon,HJ200041-20200112-1,Env_0556,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,103,175898966,175895251,0
NC_031867.1,Columba rupestris,pigeon,HJ200042-20200112-1,Env_0557,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2,197873948,189564681,0
NC_031867.1,Columba rupestris,pigeon,HJ200043-20200112-1,Env_0558,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,78,183054104,82606767,0
NC_031867.1,Columba rupestris,pigeon,HJ200044-20200112-1,Env_0559,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,79,133367538,121186442,0
NC_031867.1,Columba rupestris,pigeon,HJ200045-20200112-1,Env_0560,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,40,105882981,105877396,0
NC_031867.1,Columba rupestris,pigeon,HJ200046-20200112-1,Env_0561,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,239,121910404,106387561,0
NC_031867.1,Columba rupestris,pigeon,HJ200047-20200112-1,Env_0562,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,20,151986733,140712756,0
NC_031867.1,Columba rupestris,pigeon,HJ200048-20200112-1,Env_0563,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,8,123232053,123116540,0
NC_031867.1,Columba rupestris,pigeon,HJ200049-20200112-1,Env_0564,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,5,123180392,103553042,0
NC_031867.1,Columba rupestris,pigeon,HJ200050-20200112-1,Env_0565,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,261,105753979,101361076,0
NC_031867.1,Columba rupestris,pigeon,HJ200051-20200112-1,Env_0566,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,238,115961889,115958366,0
NC_031867.1,Columba rupestris,pigeon,HJ200052-20200112-1,Env_0567,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,54,154033234,130886773,0
NC_031867.1,Columba rupestris,pigeon,HJ200053-20200112-1,Env_0568,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1597,126620146,126609363,0
NC_031867.1,Columba rupestris,pigeon,HJ200054-20200112-1,Env_0569,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,253,160051173,157214277,0
NC_031867.1,Columba rupestris,pigeon,HJ200055-20200112-1,Env_0570,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,111,105808973,105805618,0
NC_031867.1,Columba rupestris,pigeon,HJ200056-20200112-1,Env_0571,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,280,189379769,167470241,0
NC_031867.1,Columba rupestris,pigeon,HJ200057-20200112-1,Env_0572,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,998,113160785,107015406,0
NC_031867.1,Columba rupestris,pigeon,HJ200058-20200112-1,Env_0573,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,492,271738868,271713483,0
NC_031867.1,Columba rupestris,pigeon,HJ200059-20200112-1,Env_0574,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,380,254572241,249616207,0
NC_031867.1,Columba rupestris,pigeon,HJ200060-20200112-1,Env_0575,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,173,180300472,180296216,0
NC_031867.1,Columba rupestris,pigeon,HJ200062-20200112-1,Env_0577,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,21,176977976,176948654,0
NC_031867.1,Columba rupestris,pigeon,HJ200063-20200112-1,Env_0578,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,13,122590302,120433017,0
NC_031867.1,Columba rupestris,pigeon,HJ200065-20200112-1,Env_0580,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,12,104020347,72963379,0
NC_031867.1,Columba rupestris,pigeon,HJ200066-20200112-1,Env_0581,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,5,142862977,141470881,0
NC_031867.1,Columba rupestris,pigeon,HJ200067-20200112-1,Env_0582,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1,77126276,76812627,0
NC_031867.1,Columba rupestris,pigeon,HXJC4-1-1,Env_0800,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,567994570,566149468,0
NC_031867.1,Columba rupestris,pigeon,HXJC4-1-2,Env_0801,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,673341028,671144992,0
NC_031867.1,Columba rupestris,pigeon,HXJC4-1-3,Env_0802,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,775366150,773131732,0
NC_031867.1,Columba rupestris,pigeon,HXJMHL-1-2,Env_0768,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,665975626,663824708,0
NC_031867.1,Columba rupestris,pigeon,JXRJ-1-1,Env_0770,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,796407136,794058456,0
NC_031867.1,Columba rupestris,pigeon,Outside-5,Env_0759,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,675516290,673521978,0
NC_031867.1,Columba rupestris,pigeon,Q37,Env_0552,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3,106545428,90854684,5
NC_031867.1,Columba rupestris,pigeon,Q61,Env_0576,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,9,213214887,206952411,1
NC_031867.1,Columba rupestris,pigeon,Q64,Env_0579,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,25,120407578,120404558,5
NC_031867.1,Columba rupestris,pigeon,Q68,Env_0583,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,84,110003167,87071974,6
NC_031867.1,Columba rupestris,pigeon,Q69,Env_0584,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2,106780574,106777962,2
NC_031867.1,Columba rupestris,pigeon,Q70,Env_0585,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,12,149217177,145502956,2
NC_031867.1,Columba rupestris,pigeon,RLC-3,Env_0868,2020-02-22,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Warehouses related to west wine of HSM,0,122857376,122246164,28
NC_031867.1,Columba rupestris,pigeon,SJ-D,Env_0862,2020-02-22,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Warehouses related to west wine of HSM,0,154250318,153448468,6
NC_031867.1,Columba rupestris,pigeon,SJ-L3,Env_0865,2020-02-22,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Warehouses related to west wine of HSM,0,138132244,137479660,0
NC_031867.1,Columba rupestris,pigeon,W-8-25-D1,Env_0806,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,32,286664351,286139338,0
NC_031867.1,Columba rupestris,pigeon,W-8-25-D2,Env_0807,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,13,330943084,330304703,0
NC_031867.1,Columba rupestris,pigeon,W-8-25-L,Env_0808,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3,288091423,287565064,0
NC_031867.1,Columba rupestris,pigeon,W-8-25-L2,Env_0809,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3,311675257,311100451,0
NC_031867.1,Columba rupestris,pigeon,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),2,393377494,349270056,0
NC_031867.1,Columba rupestris,pigeon,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,355281840,313573470,0
NC_031867.1,Columba rupestris,pigeon,WS-2-3,Env_0748,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,148433820,91875592,0
NC_031867.1,Columba rupestris,pigeon,WS-3-1,Env_0749,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,125608240,79724614,0
NC_031867.1,Columba rupestris,pigeon,WS-4-1,Env_0751,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,123131166,77922834,0
NC_031867.1,Columba rupestris,pigeon,WS-4-2,Env_0752,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,265570580,265085374,0
NC_031867.1,Columba rupestris,pigeon,WWS-1#,Env_0816,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),6,254996099,243737835,0
NC_031867.1,Columba rupestris,pigeon,WWS-1#-2,Env_0817,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),36,444626941,433314977,0
NC_031867.1,Columba rupestris,pigeon,WWS-1#-3,Env_0818,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),3,330614411,299064257,0
NC_031867.1,Columba rupestris,pigeon,WWS-2#-2,Env_0820,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),2,214494804,213429630,4
NC_031867.1,Columba rupestris,pigeon,WWS-2#-3,Env_0821,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,343405501,342759427,0
NC_031867.1,Columba rupestris,pigeon,YCHC2-1-2,Env_0798,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,868053694,865663976,0
NC_031867.1,Columba rupestris,pigeon,YCHC2-1-3,Env_0799,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,662632390,660779862,0
NC_031867.1,Columba rupestris,pigeon,w-6-29-33,Env_0828,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),6,367737968,366256989,0
NC_031867.1,Columba rupestris,pigeon,w-zong-1,Env_0829,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),1,433163214,431193910,0
NC_031867.1,Columba rupestris,pigeon,wws-1#-0,Env_0830,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),20,508197563,506059290,0
NC_036369.1,Otocyon megalotis,bat-eared fox,06-29-abv1,Env_0620,2020-01-23,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,1079014964,851766352,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-27-11,Env_0642,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,821800418,571936703,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,2038484394,2029664714,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,290477942,289352462,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-27-33,Env_0660,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,92724742,92465142,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-27-37,Env_0664,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,31618120,6,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-27-52,Env_0674,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,701188896,698284766,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-29-19,Env_0697,2020-01-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,1042784520,1038295720,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-29-23,Env_0701,2020-01-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM,0,1015046760,1010877214,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-29-4,Env_0682,2020-01-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,199019734,164237260,0
NC_036369.1,Otocyon megalotis,bat-eared fox,1-29-8,Env_0686,2020-01-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,359030832,357570380,0
NC_036369.1,Otocyon megalotis,bat-eared fox,10-31-In2,Env_0617,2020-01-23,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,704128496,567138296,0
NC_036369.1,Otocyon megalotis,bat-eared fox,10-31-abv2,Env_0619,2020-01-23,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,1360832396,1069146734,0
NC_036369.1,Otocyon megalotis,bat-eared fox,629-1-L1,Env_0875,2020-02-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,252411094,252223628,0
NC_036369.1,Otocyon megalotis,bat-eared fox,629-11-L,Env_0885,2020-02-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,283979922,283699402,0
NC_036369.1,Otocyon megalotis,bat-eared fox,629-13-L,Env_0887,2020-02-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,151601488,151459636,0
NC_036369.1,Otocyon megalotis,bat-eared fox,629-3-C,Env_0877,2020-02-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,250706932,250454674,0
NC_036369.1,Otocyon megalotis,bat-eared fox,629-5-L4,Env_0879,2020-02-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,142757404,142601298,0
NC_036369.1,Otocyon megalotis,bat-eared fox,629-8-L7,Env_0882,2020-02-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,323943238,323642686,0
NC_036369.1,Otocyon megalotis,bat-eared fox,629-L-1,Env_0889,2020-02-29,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,149034948,148917124,0
NC_036369.1,Otocyon megalotis,bat-eared fox,7-26-BX,Env_0705,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,316029844,310272016,0
NC_036369.1,Otocyon megalotis,bat-eared fox,7-26-DH,Env_0712,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,621930196,614950812,0
NC_036369.1,Otocyon megalotis,bat-eared fox,7-26-PSN,Env_0708,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,448608558,440152876,0
NC_036369.1,Otocyon megalotis,bat-eared fox,7-26-PSW,Env_0707,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,455587556,447239750,0
NC_036369.1,Otocyon megalotis,bat-eared fox,8-25-BX,Env_0714,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,1072735252,1052816992,0
NC_036369.1,Otocyon megalotis,bat-eared fox,8-25-CK,Env_0716,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,1480498476,1453179148,0
NC_036369.1,Otocyon megalotis,bat-eared fox,8-25-D1,Env_0753,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,1095500008,1092251402,0
NC_036369.1,Otocyon megalotis,bat-eared fox,8-25-D2,Env_0754,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,82897758,82783564,0
NC_036369.1,Otocyon megalotis,bat-eared fox,8-25-D_Env_0715,Env_0715,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,235373372,235046960,0
NC_036369.1,Otocyon megalotis,bat-eared fox,8-25-D_Env_0717,Env_0717,2020-02-03,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,1785277860,1754348330,0
