id,species,common_name
NC_053637.1,Moolgarda perusii,
NC_015484.1,Plecotus auritus,
NC_031556.1,Cyprinion semiplotum,
NC_042168.1,Trichiurus haumela,
NC_051010.1,Sclerurus mexicanus,
NC_057668.1,Gerlachea australis,
NC_059776.1,Psammodromus algirus voucher MV.LAC-164,
NC_010228.1,Sylvia atricapilla,
NC_015549.1,Salmostoma bacaila,
NC_041141.1,Trochalopteron milnei,
NC_052815.1,Turnix velox,
NC_065071.1,Hylomyscus aeta voucher MSP144,
NC_070015.1,Histiotus macrotus isolate Hmac_1057 Adult Male,
NC_011578.1,Lutjanus kasmira,
NC_044966.1,Macrovipera schweizeri,
NC_053755.1,Calotes mystaceus,
NC_057557.1,Microtus chrotorrhinus,
NC_063869.1,Rasbora bankanensis voucher LR09603,
NC_070017.1,Histiotus magellanicus isolate Hmag_1501 Adult Female,
NC_012389.1,Rattus exulans,
NC_006381.1,Pangasianodon gigas,
NC_022950.1,Henicorhynchus lineatus,
NC_010974.1,Varanus salvator,
NC_012361.1,Fundulus diaphanus,
NC_006921.2,Latimeria menadoensis,
NC_020713.1,Hippotragus niger isolate ZA4143,
NC_025929.1,Eremias przewalskii,
NC_029442.1,Osteochilus hasseltii voucher CBM:11221,
NC_034230.1,Ptychobarbus chungtienensis,
NC_038172.1,Anomalurus pelii isolate T1326,
NC_044865.1,Xenopus calcaratus isolate R7934_NMP6V_74630.1,
NC_051927.1,Brycon nattereri voucher LAGEEVO_3928,
NC_011074.1,Tomistoma schlegelii,
NC_051499.1,Ilisha striatula,
NC_056797.1,Moenkhausia costae,
NC_063617.1,Triplophysa zhenfengensis voucher GZNU20180419002,
NC_067732.1,Alepisaurus ferox,
NC_025269.1,Mus cervicolor isolate R4864,
NC_027735.1,Scorpaenopsis cirrosa,
NC_050665.1,Bufotes variabilis isolate DM1061,
NC_020651.1,Polypterus ansorgii voucher NTNU LSP113,
NC_009588.1,Spratelloides delicatulus,
NC_035737.1,Psammoperca waigiensis isolate MAGNT:Fish:S.16708-010,
NC_027261.1,Uta stansburiana voucher UWBM 7605,
NC_037073.1,Periophthalmus minutus,
NC_008079.1,Hynobius leechii,
NC_011714.1,Trogon viridis,
NC_034741.1,Gallinago stenura,
NC_037197.1,Sinocyclocheilus jii,
NC_039137.1,Neocyema erythrosoma,
NC_022427.1,Sturnira tildae,
NC_027504.1,Eudocimus ruber,
NC_057225.1,Leiognathus ruconius,
NC_009683.1,Calotes versicolor,
NC_030481.1,Odontamblyopus rebecca,
NC_042249.1,Chaenobryttus gulosus isolate NEFC F16-212,
NC_003161.1,Harpadon microchir,
NC_057981.1,Lactoria cornuta,
NC_068693.1,Philentoma pyrhoptera voucher BZF1434,
NC_006329.1,Eurycea bislineata,
NC_006522.1,Notoryctes typhlops,
NC_006919.1,Sundasalanx mekongensis,
NC_053973.1,Galictis vittata,
NC_068709.1,Rhinogobius niger,
NC_066989.1,Hyphessobrycon amapaensis,
NC_008327.1,Solea senegalensis,
NC_038195.1,Milvus migrans voucher IN1594,
NC_044972.1,Monachus monachus isolate MS2,
NC_003290.1,Kryptolebias marmoratus,
NC_008775.1,Lepidophyma flavimaculatum,
NC_009736.1,Egretta eulophotes,
NC_003185.1,Danacetichthys galathenus,
NC_011015.1,Bathyprion danae,
NC_012981.1,Oryzias javanicus,
NC_033544.1,Aequidens metae,
NC_051522.1,Yasuhikotakia eos,
NC_062677.1,Calamaria septentrionalis voucher HS2020002,
NC_065680.1,Dermanura rava voucher QCAZ:18228,
NC_020739.1,Pudu mephistophiles isolate MRGPm2,
NC_031588.1,Barbodes lateristriga,
NC_050032.1,Sciurus ignitus voucher KU144563,
NC_063502.1,Elaphe moellendorffi,
NC_022455.1,Novumbra hubbsi,
NC_024730.1,Pycnonotus melanicterus voucher AHNU:A0014,
NC_009853.1,Naso lopezi,
NC_005804.1,Megalops atlanticus,
NC_022181.1,Mesocottus haitej,
NC_027283.1,Spermophilus dauricus,
NC_019583.1,Trachypithecus johnii,
NC_034646.1,Dicrostonyx torquatus voucher UAM:Mamm:84102,
NC_053089.1,Melanocharis versteri,
NC_031548.1,Oxynoemacheilus angorae,
NC_023781.1,Abbottina rivularis,
NC_035147.1,Atherinosoma microstoma,
NC_036724.1,Bunomys penitus voucher MORT_SP,
NC_020139.1,Gymnopis multiplicata,
NC_025304.1,Eremias multiocellata,
NC_062636.1,Synagrops philippinensis,
NC_062781.1,Rhinogobius wuyanlingensis,
NC_028176.1,Sternula albifrons,
NC_028512.1,Oreoglanis jingdongensis,
NC_045376.1,Dendrocitta formosae,
NC_014180.1,Acryllium vulturinum,
NC_013981.1,Pseudoleptodeira latifasciata,
NC_035812.1,Sundasciurus brookei isolate 6,
NC_035814.1,Aonyx cinerea isolate 16,
NC_037174.1,Sorex sinalis,
NC_046823.1,Opisthotropis latouchii,
NC_064387.1,Niwaella nigrolinea isolate YYP,
NC_026032.1,Hynobius kimurae voucher CIB-XM3136,
NC_044097.1,Dentex angolensis,
NC_015787.1,Arripis trutta,
NC_021464.1,Polycarpa mytiligera complete,
NC_008744.1,Opsariichthys bidens,
NC_022494.1,Assurger anzac,
NC_037156.1,Candidia barbatus,
NC_011933.1,Pseudomonacanthus peroni,
NC_036327.1,Myotis albescens,
NC_050264.1,Muscardinus avellanarius isolate DM333,
NC_012763.1,Loris tardigradus,
NC_015827.1,Heteropneustes fossilis,
NC_007937.1,Balaenoptera omurai,
NC_030070.1,Lariscus insignis voucher MVZ:192194,
NC_022872.1,Babina okinavana,
NC_050884.1,Odorrana graminea,
NC_065688.1,Lonchophylla concava voucher QCAZ:18274,
NC_024567.1,Nandinia binotata isolate GLC8,
NC_021614.1,Cromileptes altivelis,
NC_009852.1,Zanclus cornutus,
NC_015753.1,Micralestes sp. NM-2010,
NC_036018.1,Mastomys coucha,
NC_069656.1,Paramesotriton zhijinensis voucher GZNU20190417007,
NC_011708.1,Agapornis roseicollis,
NC_004378.1,Lamprogrammus niger,
NC_005836.1,Mola mola,
NC_023518.1,Schistometopum gregorii,
NC_030271.1,Himantura jenkinsii,
NC_046748.1,Etheostoma trisella,
NC_047305.1,Geocapromys ingrahami voucher UF:322961,
NC_030373.1,Sillago sinica,
NC_043852.1,Hypseleotris klunzingeri voucher BR28,
NC_033974.1,Tringa ochropus,
NC_062861.1,Trichiurus brevis voucher GOU101614,
NC_068685.1,Limnonectes blythii voucher 14091712,
NC_015356.1,Tylerius spinosissimus,
NC_028296.1,Rana draytonii voucher LodgeLab Rdraytonii_1,
NC_067620.1,Teratoscincus przewalskii,
NC_011006.1,Leptochilichthys agassizii,
NC_012422.1,Chamaeleo africanus,
NC_062732.1,Mystacoleucus lepturus,
NC_012465.1,Kinyongia fischeri,
NC_015620.1,Rhinophrynus dorsalis,
NC_020699.1,Connochaetes taurinus isolate SUN70,
NC_018785.1,Atympanophrys shapingensis,
NC_011210.1,Psilorhynchus homaloptera voucher IHB ph030926,
NC_016694.1,Konosirus punctatus,
NC_033521.1,Stolephorus commersonnii,
NC_034335.1,Synagrops japonicus,
NC_049864.1,Somniosus microcephalus isolate DM359,
NC_012142.1,Rallina eurizonoides sepiaria,
NC_028595.1,Opsariichthys acutipinnis voucher FDZM-AJ20140501,
NC_015615.1,Hymenochirus boettgeri,
NC_006520.1,Macrotis lagotis,
NC_026465.1,Cynopterus brachyotis,
NC_031591.1,Discherodontus schroederi,
NC_048988.1,Abbottina binhi isolate AB-PEx-PiG01,
NC_021377.1,Zebrias zebra,
NC_031583.1,Nemachilichthys rueppelli,
NC_027858.1,Taractichthys steindachneri,
NC_035942.1,Pennahia pawak isolate BBW20170222,
NC_044867.1,Xenopus epitropicalis isolate R7932_AMNH17278,
NC_015089.1,Myomyrus macrops,
NC_033545.1,Geophagus steindachneri,
NC_046795.1,Hydrophis cyanocinctus,
NC_037045.1,Syngnathoides biaculeatus,
NC_011198.1,Chelydra serpentina,
NC_015810.1,Garrulus glandarius,
NC_029342.1,Myotis bombinus,
NC_054367.1,Gnathanodon speciosus,
NC_008066.1,Chlorocebus sabaeus,
NC_061568.1,Hipposideros cervinus voucher MZF1964,
NC_064179.1,Saguinus midas isolate TRO671 voucher INPA:7491,
NC_020794.1,Redunca arundinum isolate MBP12,
NC_024868.1,Hyliota flavigaster voucher FMNH 440798,
NC_034772.1,Narcine bancroftii,
NC_039892.1,Prodotiscus insignis voucher FMNH 440484,
NC_040154.1,Eolophus roseicapillus,
NC_051024.1,Leptocoma aspasia,
NC_056388.1,Dinaromys bogdanovi voucher 1093,
NC_011956.1,Meuschenia hippocrepis,
NC_014577.1,Kinosternon leucostomum,
NC_018824.1,Glossogobius circumspectus,
NC_045921.1,Opisthocentrus ocellatus,
NC_009970.1,Melursus ursinus,
NC_034001.1,Haematortyx sanguiniceps voucher LSUMZ B-52646,
NC_024430.1,Paracanthobrama guichenoti,
NC_033912.1,Castor canadensis,
NC_008144.1,Pelobates cultripes,
NC_028414.1,Cuculus poliocephalus,
NC_015751.1,Myleus sp. NM-2010,
NC_065495.1,Phoxocampus belcheri,
NC_018601.1,Percocypris pingi,
NC_035866.1,Myocastor coypus,
NC_051009.1,Grallaria varia,
NC_063882.1,Rasbora kalochroma voucher BIF8637,
NC_016661.1,Lutjanus argentimaculatus,
NC_027946.1,Hemigrammus bleheri,
NC_046438.1,Pseudogastromyzon changtingensis tungpeiensis,
NC_050278.1,Hirundo atrocaerulea voucher Chicago Field Museum 467951,
NC_059778.1,Pedioplanis laticeps voucher SK1447,
NC_009581.1,Engraulis encrasicolus,
NC_005277.1,Pontoporia blainvillei,
NC_023267.1,Plesiomyzon baotingensis,
NC_029436.1,Luciocyprinus striolatus,
NC_024842.1,Premnas biaculeatus isolate PB20130909A,
NC_035503.1,Neodon sikimensis,
NC_013608.1,Nessorhamphus ingolfianus,
NC_063096.1,Pseudemys peninsularis,
NC_020701.1,Dorcatragus megalotis isolate AWWP,
NC_052836.1,Gekko subpalmatus,
NC_009863.1,Triacanthus biaculeatus,
NC_034732.1,Lepilemur wrighti isolate KAL7.4,
NC_037378.1,Melanophryniscus moreirae,
NC_042248.1,Etheostoma flabellare isolate NEFC F17-079,
NC_020742.1,Redunca fulvorufula isolate PhC12,
NC_002744.2,Caiman crocodilus,
NC_015614.1,Pseudorasbora parva,
NC_049032.1,Sundasciurus altitudinis voucher FMNH212978M,
NC_024280.1,Ceryle rudis,
NC_039104.1,Rhizomys sumatrensis,
NC_051547.1,Betta mahachaiensis voucher THNHM-F 21090,
NC_006326.1,Oedipina poelzi,
NC_008127.1,Diretmus argenteus,
NC_019668.1,Petroica phoenicea,
NC_027579.1,Sicista concolor,
NC_037193.1,Clarias dussumieri,
NC_017870.1,Echinotriton andersoni,
NC_050401.1,Saurogobio lissilabris,
NC_010302.1,Trichechus manatus,
NC_024939.1,Prochilodus lineatus,
NC_040875.1,Parus major,
NC_002631.2,Echinops telfairi,
NC_012902.2,Hemidactylus frenatus,
NC_016672.1,Sillago sihama,
NC_020138.1,Dermophis mexicanus,
NC_056998.1,Chelidonichthys spinosus,
NC_042196.1,Sorex minutissimus,
NC_063878.1,Rasbora ennealepis voucher LR11614,
NC_013563.1,Proedromys liangshanensis,
NC_001950.1,Scyliorhinus canicula,
NC_020646.1,Taxidea taxus voucher ROM111450,
NC_027275.1,Phaethon lepturus,
NC_033356.1,Neotoma fuscipes,
NC_008088.1,Hynobius chinensis,
NC_036035.1,Ondatra zibethicus,
NC_028165.1,Banjos banjos,
NC_033942.1,Pogonichthys macrolepidotus,
NC_051006.1,Ptilorrhoa leucosticta,
NC_011053.1,Propithecus coquereli,
NC_006519.1,Pseudocheirus peregrinus,
NC_028157.1,Periophthalmus magnuspinnatus,
NC_052823.1,Steatornis caripensis,
NC_068731.1,Niphon spinosus,
NC_035613.1,Peromyscus megalops,
NC_065750.1,Chionomys nivalis voucher 386,
NC_027843.1,Forpus passerinus,
NC_054160.1,Ellobius talpinus voucher 1924,
NC_005129.2,Elephas maximus,
NC_050680.1,Erythrura gouldiae,
NC_053802.1,Arvicanthis rufinus,
NC_013988.1,Imantodes cenchoa,
NC_030375.1,Lateolabrax latus,
NC_042217.1,Mesoplodon mirus,
NC_042226.1,Rana temporaria,
NC_042750.1,Blarinella cf. quadraticauda KIZ AL11069 voucher KIZ:AL11069,
NC_042791.1,Hippocampus capensis,
NC_039546.1,"Proechimys kulinae voucher INPA:3515, JUR186",
NC_053980.1,Atilax paludinosus,
NC_031543.1,Psilorhynchus pseudecheneis,
NC_029718.1,Rhodeus notatus,
NC_020641.1,Neovison vison voucher ROM102488,
NC_023958.1,Vulpes corsac,
NC_030210.1,Rhabdophis tigrinus voucher HRB150458,
NC_002333.2,Danio rerio,
NC_034720.1,Lepilemur edwardsi isolate ANK16,
NC_037780.1,Pattonomys punctatus voucher AMNH:29872,
NC_057433.1,Platanista gangetica isolate Ganges_River_Dolphin-S1,
NC_064111.1,Squatina tergocellatoides,
NC_025278.1,Sorex cylindricauda,
NC_037859.1,Sorex gracillimus,
NC_009066.1,Halichoeres melanurus,
NC_015544.1,Horadandia atukorali,
NC_020613.1,Tetraophasis szechenyii,
NC_052720.1,Bathytoshia brevicaudata,
NC_011343.1,Scarus rubroviolaceus,
NC_011577.1,Culaea inconstans,
NC_013712.1,Acheilognathus yamatsutae,
NC_028563.1,Chlamyphorus truncatus voucher ISEM_T-CT1,
NC_041426.1,Pseudis tocantins,
NC_034722.1,Lepilemur randrianasoloi isolate BEMA7.7,
NC_037047.1,Trachyrhamphus serratus,
NC_052807.1,Chauna torquata,
NC_004692.1,Apteronotus albifrons,
NC_025617.1,Melamprosops phaeosoma,
NC_025637.1,Vanellus vanellus,
NC_037180.1,Peromyscus leucopus strain GS16A1 stock,
NC_056343.1,Oreolalax schmidti,
NC_009422.1,Microhyla ornata,
NC_056405.1,Percina peltata voucher F19-142,
NC_003183.1,Cololabis saira,
NC_027268.1,Aluterus monoceros,
NC_029384.1,Ninox scutulata,
NC_053817.1,Praomys delectorum voucher USB_KE542,
NC_011711.1,Geococcyx californianus,
NC_056091.1,Jynx torquilla,
NC_059783.1,Eliomys quercinus,
NC_031530.1,Barbus hulstaerti,
NC_005834.1,Psephurus gladius,
NC_042209.1,Yunnanilus sichuanensis,
NC_044138.1,Sicyopterus eudentatus isolate eud1,
NC_053971.1,Chrotogale owstoni,
NC_015244.1,Mallotus villosus,
NC_053977.1,Potos flavus,
NC_018540.1,Hipposideros armiger,
NC_030588.1,Minla ignotincta,
NC_031550.1,Barboides gracilis,
NC_032289.1,Platysmacheilus longibarbatus,
NC_026028.1,Chitra indica,
NC_044887.1,Xenopus muelleri isolate R7936_Xen203,
NC_014276.1,Coilia reynaldi,
NC_020585.1,Alectoris chukar,
NC_039717.1,Macropus fuliginosus,
NC_050025.1,Guerlinguetus aestuans voucher MPEG45441,
NC_053756.1,Astyanax lacustris voucher LAGEEVO - 3732,
NC_015087.1,Penelopides panini,
NC_018539.1,Rhinolophus luctus,
NC_020675.1,Aepyceros melampus isolate PhC20,
NC_028049.1,Ptyas dhumnades,
NC_044967.1,Xerotyphlops vermicularis,
NC_008549.1,Pteroglossus azara flavirostris,
NC_004815.1,Sphenodon punctatus,
NC_016726.1,Sardinella albella,
NC_015190.1,Leptotila verreauxi,
NC_035673.1,Sporophila maximiliani,
NC_062727.1,Rhinogobius wuyiensis,
NC_021949.1,Galago moholi,
NC_063620.1,Squatina aculeata,
NC_013605.1,Simenchelys parasitica,
NC_028177.1,Halcyon coromanda,
NC_028087.1,Pimephales promelas,
NC_007631.1,Sminthopsis crassicaudata,
NC_033915.1,Oreichthys crenuchoides,
NC_024058.1,Mogurnda adspersa,
NC_028019.1,Sasia ochracea voucher MNHN CG 2005-2676,
NC_054206.1,Scincella reevesii,
NC_028031.1,Amblyrhynchus cristatus,
NC_036050.1,Gyps fulvus,
NC_011940.1,Brachaluteres ulvarum,
NC_039115.1,Myloplus rubripinnis,
NC_039758.1,Mantella baroni,
NC_028278.1,Notophthalmus perstriatus voucher LodgeLab Nperstriatus_8,
NC_037379.1,Hyloxalus subpunctatus,
NC_057199.1,Glossogobius aureus voucher IFW11,
NC_011927.1,Oxymonacanthus longirostris,
NC_053809.1,Hybomys planifrons voucher MNHN-ZM-2017-1704,
NC_009732.1,Paleosuchus trigonatus,
NC_018786.1,Sarcocheilichthys parvus,
NC_022695.1,Protobothrops cornutus,
NC_046009.1,Darevskia parvula,
NC_053367.1,Epinephelus fuscoguttatus x Epinephelus polyphekadion,
NC_009577.1,Clupea harengus,
NC_057662.1,Aethotaxis mitopteryx isolate ICTI1155,
NC_011387.1,Jordanella floridae,
NC_029422.1,Myotis muricola,
NC_037050.1,Alectis indica voucher SCS-Ain,
NC_026211.1,Sorubim cuspicaudus voucher Scus-UNAL-001,
NC_033954.1,Barbucca diabolica voucher CBM:ZF 12289,
NC_027662.1,Lefua nikkonis,
NC_002386.1,Paralichthys olivaceus,
NC_016872.1,Plecotus rafinesquii,
NC_023508.1,Caecilia gracilis,
NC_028274.1,Gambusia holbrooki voucher LodgeLab Gholbrooki_1,
NC_010227.1,Acrocephalus scirpaceus,
NC_023258.1,Pampus echinogaster,
NC_025327.1,Sorex tundrensis,
NC_026443.1,Hylopetes phayrei,
NC_044452.1,Aphyosemion gabunense,
NC_066920.1,Lepomis microlophus,
NC_025287.1,Mus fragilicauda isolate R5125,
NC_020659.1,Ctenomys leucodon,
NC_037132.1,Chrotopterus auritus,
NC_014351.1,Miichthys miiuy,
NC_035731.1,Pseudemydura umbrina voucher Pseum_AA65990,
NC_063865.1,Brevibora dorsiocellata voucher BIF5723,
NC_052760.1,Lesueurigobius friesii isolate DM418,
NC_023786.1,Parazacco spilurus,
NC_000886.1,Chelonia mydas,
NC_025940.1,Saurida wanieso voucher ASIZP0075079,
NC_019811.1,Luciogobius platycephalus,
NC_037011.1,Cyprinella leedsi isolate NEFC F16-189,
NC_026074.1,Dicentrarchus labrax isolate DLmgm57,
NC_029137.1,Anthus novaeseelandiae,
NC_013864.1,Neoceratias spinifer,
NC_065080.1,Myomyscus brockmani voucher ETH1019,
NC_022505.1,Epinnula magistralis,
NC_004383.1,Caulophryne jordani,
NC_039538.1,Niltava davidi,
NC_061030.1,Upeneus tragula,
NC_068019.1,Ichthyscopus pollicaris,
NC_027169.1,Sinocyclocheilus anshuiensis,
NC_026233.1,Lobotes surinamensis,
NC_031628.1,Garra poecilura,
NC_065096.1,Pangasius mekongensis isolate PNST,
NC_005962.1,Smaug warreni,
NC_027598.1,Centropyge venusta voucher 362,
NC_063818.1,Scorpaena neglecta,
NC_009774.1,Asymmetron inferum,
NC_012677.1,Xiphias gladius,
NC_029445.1,Cirrhinus reba voucher CBM:12014,
NC_034775.1,Oryzias curvinotus,
NC_031558.1,Romanogobio ciscaucasicus,
NC_035593.1,Peromyscus attwateri,
NC_043851.1,Lovettia sealii voucher 4021,
NC_046016.1,Rhizoprionodon acutus,
NC_024186.1,Solenostomus paradoxus,
NC_034341.1,Plesiops nakaharae,
NC_002674.1,Aulopus japonicus,
NC_005435.1,Sorex unguiculatus,
NC_027095.1,Cygnus cygnus,
NC_030485.1,Macrhybopsis storeriana,
NC_041118.1,Charadrius alexandrinus,
NC_050023.1,Simosciurus nebouxii voucher MVZ196054,
NC_057146.1,Chaetodon speculum,
NC_025949.1,Murina leucogaster,
NC_064171.1,Leontocebus nigricollis isolate FES50 voucher IDSM03699,
NC_037732.1,Pagellus erythrinus,
NC_054292.1,Pungtungia herzi x Pseudopungtungia nigra,
NC_006286.1,Bipes tridactylus,
NC_068689.1,Dryophiops rubescens voucher HZF10449,
NC_011819.1,Sacalia quadriocellata,
NC_004920.1,Chrysochloris asiatica,
NC_003033.1,Ochotona collaris,
NC_023524.1,Alepes kleinii,
NC_053965.1,Cynictis penicillata,
NC_024610.1,Solea ovata,
NC_015368.1,Colomesus asellus,
NC_019596.1,Crotaphatrema lamottei,
NC_024849.1,Macquaria ambigua,
NC_037846.1,Gerres filamentosus,
NC_053091.1,Eulacestoma nigropectus,
NC_012709.1,Anyperodon leucogrammicus,
NC_020587.1,Pucrasia macrolopha,
NC_052781.1,Psilopogon haemacephalus,
NC_063779.1,Sicista strandi,
NC_015813.1,Hydrolycus scomberoides,
NC_023229.1,Cynoglossus puncticeps,
NC_037134.1,"Hsunycteris thomasi voucher Institut des Sciences de l'Evolution de Montpellier, ISEM-V-1646, ISEM-T-3845",
NC_057221.1,Ateuchosaurus chinensis voucher LSU20200816GX01,
NC_003712.2,Arenaria interpres,
NC_063871.1,Rasbora borneensis voucher BIF7754,
NC_004595.1,Glossanodon semifasciatus,
NC_019626.1,Neotetracus sinensis,
NC_014877.1,Gobiobotia macrocephala,
NC_021132.1,Dasyatis akajei,
NC_015823.1,Diplomystes nahuelbutaensis,
NC_001947.1,Pelomedusa subrufa,
NC_020610.1,Leptolalax oshanensis,
NC_043950.1,Tetrao parvirostris kamtschaticus isolate 1-1,
NC_066722.1,Bassaricyon gabbii,
NC_022182.1,Cirrhinus molitorella,
NC_027970.1,Centropyge flavissima voucher 364,
NC_069867.1,Pelodiscus shipian,
NC_064160.1,Pithecia mittermeieri isolate TAP214 voucher INPA:7425,
NC_013579.1,Bathytroctes michaelsarsi,
NC_021387.1,Coendou insidiosus,
NC_025521.1,Scolopax rusticola,
NC_027934.1,Phoenicopterus ruber,
NC_021947.1,Erythrocebus patas,
NC_065687.1,Sturnira bakeri voucher QCAZ:18241,
NC_009867.1,Doederleinia berycoides,
NC_007890.1,Grasseichthys gabonensis,
NC_020661.1,Octodon degus voucher 109241,
NC_009869.1,Lutjanus rivulatus,
NC_007786.2,Hemibarbus mylodon,
NC_033955.1,Homaloptera confuzona voucher CBM:ZF 11705,
NC_027606.1,Asio flammeus,
NC_011394.1,Ophiophagus hannah,
NC_037385.1,Chelodina parkeri,
NC_052776.1,Ceuthmochares aereus,
NC_015541.1,Luciosoma bleekeri,
NC_024575.1,Dupetor flavicollis,
NC_043855.1,Leiopotherapon unicolor,
NC_044898.1,Cociella crocodila voucher HABs-2016-007,
NC_066928.1,Atherinops affinis,
NC_069016.1,Geomys pinetis voucher TTCC:TK24930,
NC_012430.1,Batrachuperus yenyuanensis,
NC_017901.1,Rafetus swinhoei,
NC_029455.1,Parapocryptes serperaster,
NC_033916.1,Puntius sahyadriensis,
NC_034237.1,Haematopus ostralegus,
NC_035002.1,Cottus amblystomopsis isolate CAM1-13,
NC_051953.1,Pelobates fuscus isolate DM1190,
NC_053974.1,Speothos venaticus,
NC_053056.1,Paradisaea raggiana,
NC_007629.1,Lipotes vexillifer,
NC_025742.1,Primolius couloni,
NC_068843.1,Stenobrachius leucopsarus,
NC_022512.1,Paracirrhites arcatus,
NC_024951.1,Laeops lanceolata,
NC_031624.1,Crossocheilus reticulatus,
NC_004031.1,Galeopterus variegatus,
NC_036768.1,Atherinomorus lacunosus,
NC_039176.1,Microhyla taraiensis,
NC_056780.1,Acanthopagrus latus,
NC_061389.1,Pipa pipa,
NC_068688.1,Dicrurus paradiseus voucher BZF1430,
NC_005034.1,Urotrichus talpoides,
NC_024197.1,Hoplolatilus cuniculus,
NC_024883.1,Chirostoma humboldtianum,
NC_053867.1,Anhinga melanogaster,
NC_012831.1,Gambelia wislizenii,
NC_044458.1,Scriptaphyosemion cauveti strain Kindia,
NC_031638.1,Schistura pridii,
NC_013479.1,Causus defilippi,
NC_030335.1,Beaufortia kweichowensis,
NC_030605.1,Oreolalax major,
NC_008669.1,Acantopsis choirorhynchos,
NC_022464.1,Johnius belangerii,
NC_011716.2,Eurystomus orientalis,
NC_011161.1,Pseudopungtungia nigra,
NC_032082.1,Mystus vittatus,
NC_052793.1,Chloroceryle aenea,
NC_031209.1,Urocitellus richardsonii,
NC_003165.1,Lampris guttatus,
NC_023510.1,Grandisonia sechellensis,
NC_029843.1,Loxodon macrorhinus,
NC_035577.1,Dremomys pernyi,
NC_010273.1,Microphis brachyurus,
NC_063499.1,Tylosurus crocodilus,
NC_066909.1,Oliotius oligolepis,
NC_049067.1,Orientocoluber spinalis,
NC_066957.1,Noturus gyrinus,
NC_016714.1,Clupeoides sp. Chao Phraya,
NC_030353.1,Lethrinus laticaudis,
NC_020654.1,Polypterus teugelsi voucher NTNU LSP082,
NC_021763.1,Micropercops swinhonis,
NC_024269.1,Lamna ditropis,
NC_014048.1,Carettochelys insculpta,
NC_057209.1,Phrynocephalus maculatus,
NC_004403.1,Scalicus amiscus,
NC_031895.1,Eugnathogobius polylepis,
NC_070048.1,Crocidura leucodon isolate Tr.C.l_1 voucher 614,
NC_026566.1,Hypomesus olidus,
NC_011018.1,Gonorynchus abbreviatus,
NC_014353.1,Morone saxatilis,
NC_020595.1,Calyptorhynchus latirostris,
NC_029346.1,Myotis myotis,
NC_038226.1,Periophthalmus novemradiatus isolate UMT_F21,
NC_023974.1,Pardachirus pavoninus,
NC_037135.1,"Lonchorhina aurita voucher Museum of Vertebrate Zoology at Berkeley, MVZ-185587",
NC_026467.1,Hyporhamphus intermedius isolate JXZ-1,
NC_031596.1,Lepidocephalus macrochir,
NC_028181.1,Hippocampus abdominalis,
NC_031541.1,Metzia lineata,
NC_012098.1,Antilope cervicapra,
NC_056898.1,Epinephelus tauvina,
NC_011576.1,Achalinus meiguensis,
NC_020727.1,Neotragus batesi isolate CAR86,
NC_041195.1,Paratrypauchen microcephalus,
NC_057589.1,Sardinella zunasi,
NC_008103.1,Cyprinella spiloptera,
NC_008772.1,Gekko vittatus,
NC_011944.1,Thylacinus cynocephalus,
NC_013806.1,Apteryx owenii,
NC_015801.1,Chilodus punctatus,
NC_020346.1,Acentrogobius chlorostigmatoides,
NC_030216.1,Proscyllium habereri,
NC_050017.1,Sciurus pucheranii voucher USNM293776,
NC_029320.1,Redigobius bikolanus,
NC_031574.1,Pseudochondrostoma polylepis,
NC_006342.1,Hemidactylium scutatum,
NC_007227.1,Alectura lathami,
NC_029738.1,Tridentiger trigonocephalus,
NC_052800.1,Crotophaga sulcirostris,
NC_008426.1,Erignathus barbatus,
NC_009833.1,Phallusia mammillata,
NC_023383.1,Macquaria australasica,
NC_041096.1,Geochelone elegans,
NC_010781.1,Lophura ignita,
NC_044871.1,Xenopus gilli isolate R7943_Xr_0_3,
NC_025501.1,Eulabeornis castaneoventris,
NC_026454.1,Phrynocephalus forsythii voucher CIB<CHN>:WGXG08371,
NC_027684.1,Meriones meridianus,
NC_027846.1,Prioniturus luconensis,
NC_044878.1,Xenopus andrei isolate R7951_MHNG2645.072,
NC_053822.1,Cricetulus barabensis,
NC_005828.1,Caenolestes fuliginosus,
NC_066040.1,Onychostoma ovale voucher GZNUSLS202009033,
NC_068668.1,Rhinoptera brasiliensis voucher CNPE-IBUNAM 22283,
NC_003182.1,Mugil cephalus,
NC_022717.1,Cobitis lutheri,
NC_021462.1,Epinephelus epistictus,
NC_033860.1,Hoplias intermedius,
NC_009586.1,Nematalosa japonica,
NC_003167.1,Zu cristatus,
NC_020588.1,Perdix dauurica,
NC_022822.1,Alopias pelagicus,
NC_024193.1,Neosynchiropus moyeri,
NC_036927.1,Siren lacertina isolate 1,
NC_050029.1,Hadrosciurus spadiceus voucher AMNH272825,
NC_066234.1,Emydocephalus ijimae EIJ,
NC_053087.1,Struthidea cinerea,
NC_060561.1,Eremias nikolskii voucher Guo4717,
NC_066455.1,Hemidactylus mandebensis isolate JS36 voucher NMP 74836/2,
NC_011764.1,Eremias brenchleyi,
NC_007882.1,Kneria sp. SL-2004,
NC_013560.1,Narcetes stomias,
NC_030366.1,Crossorhombus valderostratus,
NC_035819.1,Leopoldamys sabanus isolate 14,
NC_057676.1,Pareas stanleyi voucher LSU2020MLFJDT01,
NC_068603.1,Microphysogobio heterocheilus,
NC_003137.1,Heterodontus francisci,
