Sample name,Sample title,Public description,Collection date,Run accession,BioSample accession,fastqs,Isolation source,Experiment accession,Experiment title,Platform,Library Construction / Experimental Design,Strategy,Source,Selection,Layout,Read length for mate1(bp),Read length for mate 2(bp),download_urls,md5_checksums
Env_0705,7-26-BX,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711051,SAMC1153092,"['CRR711051_f1.fq.gz', 'CRR711051_r2.fq.gz']",West Wine of HSM,CRX637205,Env_0705,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711051/CRR711051_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711051/CRR711051_r2.fq.gz']","['378cc52e47231435d27e395f6cc315c8', 'c7d23d42e69b4bb4df1b85192303ad0d']"
Env_0705,7-26-BX,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711052,SAMC1153092,"['CRR711052_f1.fq.gz', 'CRR711052_r2.fq.gz']",West Wine of HSM,CRX637205,Env_0705,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711052/CRR711052_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711052/CRR711052_r2.fq.gz']","['4557310193cfa997c3e02767c30d074b', '462873f4c208bd644c13e265ca8a8e3b']"
Env_0707,7-26-PSW,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711053,SAMC1153093,"['CRR711053_f1.fq.gz', 'CRR711053_r2.fq.gz']",West Wine of HSM,CRX637206,Env_0707,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711053/CRR711053_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711053/CRR711053_r2.fq.gz']","['4694ac46642d0c5b6de6190134fae298', '1d8222de20e409f14f099519442f6859']"
Env_0707,7-26-PSW,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711054,SAMC1153093,"['CRR711054_f1.fq.gz', 'CRR711054_r2.fq.gz']",West Wine of HSM,CRX637206,Env_0707,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711054/CRR711054_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711054/CRR711054_r2.fq.gz']","['915e72624423782bcbec575604b75bbe', '0225314d5fd9d47a55f583749aa7db2f']"
Env_0707,7-26-PSW,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711055,SAMC1153093,"['CRR711055_f1.fq.gz', 'CRR711055_r2.fq.gz']",West Wine of HSM,CRX637206,Env_0707,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711055/CRR711055_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711055/CRR711055_r2.fq.gz']","['4cb0ffc4642424e9f114c2f83934ec92', '1d1519a74f7d55d27d35a2f7a6d37e2b']"
Env_0707,7-26-PSW,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711056,SAMC1153093,"['CRR711056_f1.fq.gz', 'CRR711056_r2.fq.gz']",West Wine of HSM,CRX637206,Env_0707,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711056/CRR711056_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711056/CRR711056_r2.fq.gz']","['e4fa0f70536e94e09a42fa5f827c4d13', '5bd1d595c451765d0448bcf036c015fb']"
Env_0708,7-26-PSN,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711057,SAMC1153094,"['CRR711057_f1.fq.gz', 'CRR711057_r2.fq.gz']",West Wine of HSM,CRX637207,Env_0708,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711057/CRR711057_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711057/CRR711057_r2.fq.gz']","['0b702a820c6c31d99561ccafdc3c695e', '0f769d335c7c00b92a9b0b615aa79285']"
Env_0708,7-26-PSN,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711058,SAMC1153094,"['CRR711058_f1.fq.gz', 'CRR711058_r2.fq.gz']",West Wine of HSM,CRX637207,Env_0708,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711058/CRR711058_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711058/CRR711058_r2.fq.gz']","['7f3703441ec25ff9187aaac2bb854454', '97b4422997fc0a832b6b39af1b64f88f']"
Env_0708,7-26-PSN,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711059,SAMC1153094,"['CRR711059_f1.fq.gz', 'CRR711059_r2.fq.gz']",West Wine of HSM,CRX637207,Env_0708,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711059/CRR711059_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711059/CRR711059_r2.fq.gz']","['7d0cf03a66b24a3444dd5926db6a6e13', 'ed5513fea5b573330102188d53064a73']"
Env_0708,7-26-PSN,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711060,SAMC1153094,"['CRR711060_f1.fq.gz', 'CRR711060_r2.fq.gz']",West Wine of HSM,CRX637207,Env_0708,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711060/CRR711060_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711060/CRR711060_r2.fq.gz']","['793bb1ca3df8f91668d08a4fc1c3e8c9', '7cc9e3ffc6a1857c89b5478bd7986a31']"
Env_0712,7-26-DH,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711061,SAMC1153095,"['CRR711061_f1.fq.gz', 'CRR711061_r2.fq.gz']",West Wine of HSM,CRX637208,Env_0712,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711061/CRR711061_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711061/CRR711061_r2.fq.gz']","['5495267659677dc4c9bebfa1c4d03f79', '18fc3d36a1fa3215d59a13a2a1945688']"
Env_0712,7-26-DH,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711062,SAMC1153095,"['CRR711062_f1.fq.gz', 'CRR711062_r2.fq.gz']",West Wine of HSM,CRX637208,Env_0712,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711062/CRR711062_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711062/CRR711062_r2.fq.gz']","['f6f36946723deba81cb36be5b9297e2a', 'a9cd0820b6087c7262d8babed5376c43']"
Env_0712,7-26-DH,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711063,SAMC1153095,"['CRR711063_f1.fq.gz', 'CRR711063_r2.fq.gz']",West Wine of HSM,CRX637208,Env_0712,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711063/CRR711063_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711063/CRR711063_r2.fq.gz']","['cf34f26989df8ce80d4f18247c335b47', '1ef55e9f7d47367d576cc64733d7c45f']"
Env_0712,7-26-DH,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711064,SAMC1153095,"['CRR711064_f1.fq.gz', 'CRR711064_r2.fq.gz']",West Wine of HSM,CRX637208,Env_0712,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711064/CRR711064_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711064/CRR711064_r2.fq.gz']","['09a3b39cd7475501b127d8d3d243853d', '60e6fa27c0491c572b19eca1993ec983']"
Env_0712,7-26-DH,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711065,SAMC1153095,"['CRR711065_f1.fq.gz', 'CRR711065_r2.fq.gz']",West Wine of HSM,CRX637208,Env_0712,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711065/CRR711065_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711065/CRR711065_r2.fq.gz']","['61a1848e5ad5f2bae56703b9d6e768b4', 'ee1673099c0d158f9bf3c543a374f0c4']"
Env_0712,7-26-DH,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711066,SAMC1153095,"['CRR711066_f1.fq.gz', 'CRR711066_r2.fq.gz']",West Wine of HSM,CRX637208,Env_0712,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711066/CRR711066_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711066/CRR711066_r2.fq.gz']","['156039be55c790eb4cb0d1678d45e354', 'a5f9cfb4ce6af62f608ae2ecc3fae683']"
Env_0714,8-25-BX,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711067,SAMC1153096,"['CRR711067_f1.fq.gz', 'CRR711067_r2.fq.gz']",West Wine of HSM,CRX637209,Env_0714,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711067/CRR711067_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711067/CRR711067_r2.fq.gz']","['b763f90713cee8f681ca37dbccba9139', 'b2680003f8bf74ed0a41fa320d070bc1']"
Env_0714,8-25-BX,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711068,SAMC1153096,"['CRR711068_f1.fq.gz', 'CRR711068_r2.fq.gz']",West Wine of HSM,CRX637209,Env_0714,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711068/CRR711068_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711068/CRR711068_r2.fq.gz']","['71042c35e97b0afe8045bf22bdf6d61f', '73a4c0536dcd117901f4540a46d0a92d']"
Env_0714,8-25-BX,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711069,SAMC1153096,"['CRR711069_f1.fq.gz', 'CRR711069_r2.fq.gz']",West Wine of HSM,CRX637209,Env_0714,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711069/CRR711069_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711069/CRR711069_r2.fq.gz']","['d70ef4e67cd1731099e0bf591f5bf478', '4174d90fc21e679c296e827cd923e90f']"
Env_0714,8-25-BX,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711070,SAMC1153096,"['CRR711070_f1.fq.gz', 'CRR711070_r2.fq.gz']",West Wine of HSM,CRX637209,Env_0714,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711070/CRR711070_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711070/CRR711070_r2.fq.gz']","['eccde3443f9a7f3d4ca0ef6624482d59', '94eb0ffe5a630fb48dbed7fbd8a739ea']"
Env_0715,8-25-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711071,SAMC1153097,"['CRR711071_f1.fq.gz', 'CRR711071_r2.fq.gz']",West Wine of HSM,CRX637210,Env_0715,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711071/CRR711071_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711071/CRR711071_r2.fq.gz']","['61362baa420e9c2761984dde4610e533', '6489117e2cf7acff544f8210885ba577']"
Env_0715,8-25-D,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711072,SAMC1153097,"['CRR711072_f1.fq.gz', 'CRR711072_r2.fq.gz']",West Wine of HSM,CRX637210,Env_0715,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711072/CRR711072_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711072/CRR711072_r2.fq.gz']","['ade1fb54f948f34075b269477c534a22', '151918d98728386b2b4283fdbde6e8d8']"
Env_0716,8-25-CK,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711073,SAMC1153098,"['CRR711073_f1.fq.gz', 'CRR711073_r2.fq.gz']",West Wine of HSM,CRX637211,Env_0716,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711073/CRR711073_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711073/CRR711073_r2.fq.gz']","['3fdb298f0d7f41afe830374542d3430d', '106a63a89d402cc01630dfe6929d16eb']"
Env_0716,8-25-CK,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711074,SAMC1153098,"['CRR711074_f1.fq.gz', 'CRR711074_r2.fq.gz']",West Wine of HSM,CRX637211,Env_0716,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711074/CRR711074_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711074/CRR711074_r2.fq.gz']","['c1d0781ff993f4ecf8c4619b0b648c22', 'df1b93506b7be9cb7dcd0ba68b53cad8']"
Env_0716,8-25-CK,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711075,SAMC1153098,"['CRR711075_f1.fq.gz', 'CRR711075_r2.fq.gz']",West Wine of HSM,CRX637211,Env_0716,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711075/CRR711075_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711075/CRR711075_r2.fq.gz']","['b2747ecd9019a32b3cf33135ff3d8c69', '181469ab3a81c292368af866b9165b8c']"
Env_0716,8-25-CK,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711076,SAMC1153098,"['CRR711076_f1.fq.gz', 'CRR711076_r2.fq.gz']",West Wine of HSM,CRX637211,Env_0716,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711076/CRR711076_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711076/CRR711076_r2.fq.gz']","['b42c37bd808fea3f7365439a8dddcc8b', 'e3dfc2026ef48a552c78296f1e5e4f0d']"
Env_0720,8-25-M2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711077,SAMC1153099,"['CRR711077_f1.fq.gz', 'CRR711077_r2.fq.gz']",West Wine of HSM,CRX637212,Env_0720,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711077/CRR711077_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711077/CRR711077_r2.fq.gz']","['79efbff9f0c6dbf19542fc135c35a635', '043d5f27f092426282523ef97ce84618']"
Env_0720,8-25-M2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711078,SAMC1153099,"['CRR711078_f1.fq.gz', 'CRR711078_r2.fq.gz']",West Wine of HSM,CRX637212,Env_0720,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711078/CRR711078_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711078/CRR711078_r2.fq.gz']","['b15e18758990adb3a7c9614bc8c71d93', 'cd9405bbd23e35bbe29be959a214f59f']"
Env_0720,8-25-M2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711079,SAMC1153099,"['CRR711079_f1.fq.gz', 'CRR711079_r2.fq.gz']",West Wine of HSM,CRX637212,Env_0720,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711079/CRR711079_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711079/CRR711079_r2.fq.gz']","['19a82d8bfeba0fa67da6b0d7ba0f0386', 'e576326899bbccb36e9cc8c79f55fe53']"
Env_0720,8-25-M2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711080,SAMC1153099,"['CRR711080_f1.fq.gz', 'CRR711080_r2.fq.gz']",West Wine of HSM,CRX637212,Env_0720,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711080/CRR711080_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711080/CRR711080_r2.fq.gz']","['8bc3e715f0188cbaea4033f12d5936cf', '2335a57138477efafc07cfc25a3b6795']"
Env_0720,8-25-M2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711081,SAMC1153099,"['CRR711081_f1.fq.gz', 'CRR711081_r2.fq.gz']",West Wine of HSM,CRX637212,Env_0720,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711081/CRR711081_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711081/CRR711081_r2.fq.gz']","['e5d0499d1926f845cb80264ceea9adde', '5baedb920270e1af9ee5dd79fb264ed1']"
Env_0720,8-25-M2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-03,CRR711082,SAMC1153099,"['CRR711082_f1.fq.gz', 'CRR711082_r2.fq.gz']",West Wine of HSM,CRX637212,Env_0720,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711082/CRR711082_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711082/CRR711082_r2.fq.gz']","['c1779274265c1596595312a50be8143c', 'b38953409adbec3a238b277b96f33474']"
Env_0749,WS-3-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-05,CRR711083,SAMC1153100,"['CRR711083_f1.fq.gz', 'CRR711083_r2.fq.gz']",East Wine of HSM (Sewers or sewerage wells),CRX637213,Env_0749,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711083/CRR711083_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711083/CRR711083_r2.fq.gz']","['fd2d022fb5df7ab67acffbb41b561eab', '6e993952bcb9c6253983f94098a99d43']"
Env_0751,WS-4-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-05,CRR711084,SAMC1153101,"['CRR711084_f1.fq.gz', 'CRR711084_r2.fq.gz']",East Wine of HSM (Sewers or sewerage wells),CRX637214,Env_0751,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711084/CRR711084_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711084/CRR711084_r2.fq.gz']","['51b7fcee925b847a25a50f96e39247a1', '6132f7191f3e21ce2d7f610295bb20b3']"
Env_0753,8-25-D1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711085,SAMC1153102,"['CRR711085_f1.fq.gz', 'CRR711085_r2.fq.gz']",West Wine of HSM,CRX637215,Env_0753,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711085/CRR711085_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711085/CRR711085_r2.fq.gz']","['dd94a95714478d9c145dfc3d2f8017f4', '7681f1b1846fe79077c2f38d0413c2e7']"
Env_0753,8-25-D1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711086,SAMC1153102,"['CRR711086_f1.fq.gz', 'CRR711086_r2.fq.gz']",West Wine of HSM,CRX637215,Env_0753,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711086/CRR711086_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711086/CRR711086_r2.fq.gz']","['4489ad63db14caba7461c57bf796e323', 'a4440e00f9d8fa13317399b64f63c83a']"
Env_0754,8-25-D2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711087,SAMC1153103,"['CRR711087_f1.fq.gz', 'CRR711087_r2.fq.gz']",West Wine of HSM,CRX637216,Env_0754,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711087/CRR711087_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711087/CRR711087_r2.fq.gz']","['426637b5a4c9a1bc4058232dcc848af6', '4e48da644c6fab7eb4ffe1e16191fef2']"
Env_0754,8-25-D2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711088,SAMC1153103,"['CRR711088_f1.fq.gz', 'CRR711088_r2.fq.gz']",West Wine of HSM,CRX637216,Env_0754,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711088/CRR711088_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711088/CRR711088_r2.fq.gz']","['cb0bd469be097ca9da0b3f7ebb8c0922', 'ce70f1ec062877a29105e9c46f729c51']"
Env_0756,8-25-Long,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711089,SAMC1153104,"['CRR711089_f1.fq.gz', 'CRR711089_r2.fq.gz']",West Wine of HSM,CRX637217,Env_0756,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711089/CRR711089_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711089/CRR711089_r2.fq.gz']","['f1cddf15fafb8d443ae6e87236895da7', 'e663757898c4d0053de862f929f4c147']"
Env_0756,8-25-Long,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711090,SAMC1153104,"['CRR711090_f1.fq.gz', 'CRR711090_r2.fq.gz']",West Wine of HSM,CRX637217,Env_0756,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711090/CRR711090_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711090/CRR711090_r2.fq.gz']","['f8ad19af9ca86a78a444a704214fa0d5', '1720f5afe7a7c5294b40f88fad2b8175']"
